Density,Energy,s,dsdrho_e,dsde_rho,d2sdrho2,d2sde2,d2sdedrho,T,p,c2
1.1526304540753487,130642.1663278088,471.31968820869537,-43.70495034626679,0.0029032258064516127,38.53939991839812,-5.4051344200033895e-09,-3.8121485858810204e-06,344.44444444444446,19999.999999999996,17680.12024243523
1.1217914231376547,221626.0367873131,717.2916601984459,-45.16512129443949,0.0025,40.68852334553997,-3.6463750836209595e-09,-1.8043186450881077e-06,400.0,22734.604457802543,20683.31964700903
1.3132442824736774,130528.84388691698,464.4263624149336,-38.271649524297395,0.0029032258064516123,29.688425101243862,-5.402141032934044e-09,-3.813015275881229e-06,344.44444444444446,22734.60445780253,17605.05988939299
1.0147654647928475,202805.06653693473,674.6563487334909,-49.94282490084165,0.0025714285714285713,49.72400833347924,-3.927730408183813e-09,-2.0639888711958396e-06,388.8888888888889,20000.0,20131.03795692642
4.431276355302265,201001.22123415107,596.3050904908655,-11.039140256149,0.002571428571428571,2.6064024165359245,-3.903784612620742e-09,-2.070879746109185e-06,388.8888888888889,84298.23025641846,18828.82909887763
7.521831046464234,199354.6826069957,566.5720125216435,-6.2918380119234225,0.0025714285714285713,0.9037504469165514,-3.881656857707678e-09,-2.0769159233046843e-06,388.8888888888889,138436.37420087238,17659.37376988746
1.1551673594723977,202731.27226577463,667.9036505997932,-43.80987861551823,0.0025714285714285713,38.37111983809469,-3.926757199880096e-09,-2.0642758486301484e-06,388.8888888888889,22734.60445780255,20077.33794760548
7.2503985495096295,218571.9424925829,617.0404119197431,-6.58364590305676,0.0025,0.9728891544404671,-3.611940403912984e-09,-1.8127498411632346e-06,400.0,138436.3742012725,18457.47920831951
4.586987462616655,182254.41352615212,545.7140497991174,-10.605397316851112,0.0026470588235294116,2.432235283882903,-4.207728515891905e-09,-2.387976041606802e-06,377.77777777777777,84298.23025640272,18111.43535730663
3.2239941534030243,201640.58952478424,613.6124227843067,-15.36602336953598,0.0025714285714285713,4.925040293006729,-3.9123088491542704e-09,-2.068468093800122e-06,388.8888888888889,62112.00023858365,19287.89317432208
1.5283764788041734,221424.7544850306,701.1471821447415,-33.022465026731005,0.0025,21.919218475313517,-3.644135228966147e-09,-1.8048910959999074e-06,400.0,30855.328258536498,20534.507168659908
2.340228560877567,183524.8366265269,582.2834246797888,-21.322470984946282,0.0026470588235294116,9.348202267766146,-4.22779217526166e-09,-2.3818520070477274e-06,377.77777777777777,44115.42731880097,19007.670438454577
0.9855864441319994,221693.42394868025,724.0229075313047,-51.47312804056522,0.0025000000000000005,52.711998414020826,-3.6471239966000347e-09,-1.8041265438545047e-06,400.0,20000.000000000004,20733.2063513137
5.671566800996444,219362.8711830402,630.8370632087721,-8.549221917800999,0.0025,1.5906908046257588,-3.620948067039415e-09,-1.8106237928743195e-06,400.0,109999.99999998815,19027.26167554652
2.1992152951484614,221092.24121091023,682.0048617712664,-22.803158419726714,0.0025,10.58585686715587,-3.640425633347532e-09,-1.805832201359994e-06,400.0,44115.42731880101,20289.32034935888
5.871381786861207,200235.74444230305,580.6707425435186,-8.205149673774656,0.0025714285714285713,1.4840811440825914,-3.893528147412588e-09,-2.0737185700731294e-06,388.8888888888889,109999.99999994668,18282.855974096663
1.7947153693178268,130188.60694267646,447.79141139325924,-27.811206050716525,0.0029032258064516127,15.895007815420751,-5.39315452371975e-09,-3.815597225263328e-06,344.44444444444446,30855.32825853623,17380.00396446737
1.0458289113909287,184252.54194648954,624.729945911769,-48.403002359056885,0.002647058823529412,46.81385003830649,-4.239221225299845e-09,-2.3782598126703974e-06,377.77777777777777,20000.0,19525.426673190046
1.2287173070461357,165949.35287299752,567.40974785481,-41.06880073992249,0.0027272727272727275,33.9144496528433,-4.58418659145858e-09,-2.761715122831366e-06,366.66666666666663,22734.604457802547,18852.77220823102
4.28790461056177,220053.6524750628,646.2211398686154,-11.462206678147211,0.0025,2.7838026113645307,-3.6287646990118195e-09,-1.8087319190717149e-06,400.0,84298.23025642188,19528.722624210513
1.5745265356456712,202510.68984977197,651.6945528480092,-32.00402991491885,0.002571428571428571,20.65295920751091,-3.923844801493419e-09,-2.0651312323583836e-06,388.8888888888889,30855.328258536498,19917.036752005588
2.2672700489632525,202145.74808866216,632.4436452625517,-22.067770233786284,0.002571428571428571,9.959731773598682,-3.919015544797513e-09,-2.0665381918304897e-06,388.8888888888889,44115.427318801005,19652.540591647976
3.123972220451329,220633.02766665258,663.3275112576961,-15.911136349940746,0.0025,5.245648252803743,-3.635283471469112e-09,-1.807122040360522e-06,400.0,62112.00023858388,19952.040367418016
6.090435482861973,181399.07635628275,529.7719226958513,-7.849817926570049,0.0026470588235294116,1.3790222408636483,-4.194145602811849e-09,-2.3919861782276085e-06,377.77777777777777,109999.99999974626,17513.540447966338
3.331824487521796,182965.28866433268,563.2661379978646,-14.810675826146682,0.002647058823529411,4.611204226988854,-4.218972199445409e-09,-2.384573112626585e-06,377.77777777777777,62112.000238582674,18611.72760991101
1.269437835012967,148068.1323952167,516.2472841917678,-39.67866552633724,0.0028125000000000003,31.7732396177353,-4.970371575489637e-09,-3.2318506543138624e-06,355.55555555555554,22734.604457802543,18232.405889616184
3.4486739059358262,164606.34151570627,512.2449158128097,-14.242945842759028,0.002727272727272727,4.30375922124072,-4.559070862936309e-09,-2.7696747945730497e-06,366.66666666666663,62112.00023857819,17920.95648975116
1.7333875019004639,147766.15994081317,499.752784546982,-28.88227378055587,0.0028125000000000008,17.040104888334742,-4.963665830157395e-09,-3.2339471060864067e-06,355.55555555555554,30855.32825853643,18027.185199304433
10.866352157936424,216749.51928075994,593.4953513440087,-4.234503080657518,0.0025,0.432463159717854,-3.590960389596552e-09,-1.8174646001887402e-06,400.0,199999.99999523352,17162.57914716112
1.3605716900515383,113331.15659515024,411.90013535642316,-36.84391714603244,0.003,27.65835027482543,-5.885980760583242e-09,-4.536447900747808e-06,333.3333333333333,22734.60445780245,16969.125320324976
1.6238087705128474,183927.98286192172,601.6649735411966,-30.97590458680347,0.002647058823529411,19.41815635247906,-4.234129747139523e-09,-2.3798692039363315e-06,377.77777777777777,30855.32825853649,19294.111966328954
1.1937716244240175,113459.65464841132,418.85066185977325,-42.102583623018745,0.0030000000000000005,35.928217878115724,-5.890016829839632e-09,-4.535446704382908e-06,333.3333333333333,19999.999999999967,17051.8070482627
1.190726031998238,184171.233590751,617.9515641601165,-42.44507430851648,0.0026470588235294116,36.11338523224818,-4.2379466173465325e-09,-2.378664074449848e-06,377.77777777777777,22734.604457802547,19467.41841951519
1.1144887839905515,148168.850242176,523.0943655123831,-45.28674663536163,0.0028125000000000003,41.2228926598364,-4.972607380187535e-09,-3.231147292168675e-06,355.55555555555554,19999.999999999996,18300.94765869839
1.6766078257860062,165679.29616906348,551.0294674760197,-29.93613734875392,0.0027272727272727275,18.21414593659984,-4.579146145091241e-09,-2.763338296477773e-06,366.66666666666663,30855.328258536483,18664.627385515567
1.0789872055179877,166039.53142110497,574.2191244256933,-46.85176706380658,0.0027272727272727275,43.98054623683276,-4.5858685604673e-09,-2.76117063653405e-06,366.66666666666663,19999.999999999996,18915.684864232928
2.503688906454796,147263.45644263647,480.0185275340021,-19.793486142366522,0.002812499999999999,8.166835911519707,-4.952495166919732e-09,-3.237395522174113e-06,355.55555555555554,44115.427318799746,17686.483841197514
